memento_time,original_url,date,title,entry
20110104062947,http://peopleofpraise.org/news/?p=122,"March 22nd, 2010  |  
						
						Published in
						Mission Work  |  10 Comments",Permanent Link: Missionary Hymns,"These hymns were recorded at the People of Praise Mission Conference, held last January. Nick Holovaty learned the second verse sung in this version of Amazing Grace from an elderly, wheel-chair bound woman in an Indianapolis nursing home.
“Must Jesus bear the cross alone,
And all the world go free?
No there’s a cross for everyone,
and there’s a cross for me.”
To play a hymn, click on the triangle on the right.
How Firm a Foundation
Audio clip: Adobe Flash Player (version 9 or above) is required to play this audio clip. Download the latest version here. You also need to have JavaScript enabled in your browser.
Bozrah
Audio clip: Adobe Flash Player (version 9 or above) is required to play this audio clip. Download the latest version here. You also need to have JavaScript enabled in your browser.
Amazing Grace
Audio clip: Adobe Flash Player (version 9 or above) is required to play this audio clip. Download the latest version here. You also need to have JavaScript enabled in your browser."
20110104063339,http://peopleofpraise.org/news/?p=34,"March 19th, 2010  |  
						
						Published in
						Mission Work  |  7 Comments",Permanent Link: Missionary Work Expands to Evansville,"By Sean Connolly
Fourteen People of Praise missionaries moved from Indianapolis to Evansville, Indiana, on February 17. The move launched what we expect will be our third new start, following Shreveport (2002) and Indianapolis (2007). Evansville, a city of 120,000 in the southwest corner of Indiana, is the first mission location that is not already home to a People of Praise branch.

Mission program coordinator Nick Holovaty heads the Evansville team. In Indianapolis, David Zimmel leads a team of 10 missionaries continuing our work on the South Side.
“Our team is large enough and strong enough to split and work in two locations,” Nick says. “We’ve been training new missionaries in Indianapolis for more than a year. Also, Indianapolis branch members are now very involved in our South Side men’s and women’s groups.”
Since February 17, Evansville missionaries have been knocking on doors around the city, delivering words from the Lord, praying with people and looking for those the Lord is calling to Christian community.

A woman told the missionaries that she could only see white light out of one of her eyes. The missionaries prayed once and then she could see shadows. Remembering that Jesus prayed twice for a blind man (Mk. 8:25), they prayed again. Then she said she could see the missionaries clearly with her bad eye.

A young man accepted the missionaries’ suggestion that they pause in their conversation so he could pray privately for five minutes. During prayer, he heard Jesus tell him that he should give his life over to God. He got down on his knees and did it.
A woman who couldn’t bend her knees because of pain knelt down on the ground in prayer after the missionaries prayed with her. Her pain was still gone a week later.

“Missionary work is physically and mentally taxing, and there are definitely moments of joy,” Nick says. “Some of that joy comes when people dedicate their lives to the Lord, and some of it comes when people laugh at us like they laughed at Jesus at Jairus’s house.” (Mk. 5:40).
The missionaries rely on God to supply some of their basic needs. They eat and live simply. Working odd jobs one day a week is sufficient to cover the rest of their living expenses.

The team lives in two adjacent rented houses half a mile from the University of Evansville. The manager of the houses gave them their first local job. After seeing how well they had cleaned the houses, he offered them work cleaning and renovating his other properties.

“Before moving to Evansville, we made preliminary trips to a number of cities, including Memphis, Louisville and Evansville,” Nick says. “Lots of people in and around Evansville were willing to listen to us and they asked us to come back. We’re glad we did.”

Evansville Missionaries:
John Bowar
Annie Bulger
Joe Bulger
Abby Earhart
Catherine Ficker
Ryan Hardin
Nick Holovaty
Liz Loughran
Rus Lyons
Claire Mysliwiec
Ellen Reed
Peter Putzier
Mary Timler
Chris Vieck


Remaining on the South Side:
David Zimmel
Michael Coney, Jr.
Nick Raway
Charles Chow
Naomi Caneff
Cathy Feehly
Melissa Rader
Angie Hass
Ray and Robin Gonzalez

."
20110104063819,http://peopleofpraise.org/news/?p=608,"June 8th, 2010  |  
						
						Published in
						Mission Work  |  15 Comments",Permanent Link: Summer Starts with Action,"By Chris Meehan and Sean Connolly
 Gabe Yohe, Charlie Reinhardt and Willie Forbes. Credit: Walt Seale
Tuesday in Indianapolis, Action division members cut down a tree, removed a fence and began filling a large dumpster—kicking off the ninth summer of Action division work. Team members began arriving on Monday—15  volunteers from four branches: Corvallis, Shreveport, Servant Branch and northern Virginia.
This summer’s schedule calls for four Action trips to Indianapolis and three to Allendale. The first Allendale trip arrives in Louisiana on June 21.
“There’s a lot of work to be done in both places,” says Action program coordinator Mike Zusi. “In Allendale, we’re going to run a camp for six weeks and do another round of home repair projects for our neighbors. In Indy, we’re cleaning and renovating properties for use in our community building efforts on the South Side and in the Triangle area near IUPUI.”
Walt Seale is directing the Indianapolis work, while Nathan Barrett will direct the work in Allendale.
Members of the first Indianapolis team will dig a trench for a new water line on a South Side home, lay carpet in two homes, untangle a maze of pipes in a Triangle home and clean a house in preparation for occupancy by campus division members next fall.
Walt Seale addresses the first Indianapolis Action team. Credit: Trish Brewer
 
Mike Zusi says it’s not too late for volunteers to apply to attend one of this summer’s trips. Trip information is available on the Action web site, or volunteers can call Action administrator Jeanette Zimmel, 318-208-1124.
Members of the first Indianapolis team include: John Taylor and Ken Taylor (Corvallis); Andree Louvierre, Mary Jane Parker, Gabriela Bendele and Mark Bendele (Shreveport); Willie Forbes and Bruce Brand (northern Virginia); Elena Radtke, Sean Hagens, Martha Mertz, Lizzie Stauble, Don Ferber, Dick Stauble and Linda Stauble (Servant Branch).
Walt Seale, Mike Coney, Paul Kane. Credit: Trish Brewer"
20110104063954,http://peopleofpraise.org/news/?p=349,"April 21st, 2010  |  
						
						Published in
						Mission Work  |  21 Comments",Permanent Link: His Pain Healed A Neighbor Goes on Mission,"By Chris Meehan
   Evansville missionary Peter Putzier
“I’ve got to sit down—I’m in so much pain,” said Tim, a 25-year-old man with a long white cloth wrapped around his rib cage. He had broken two ribs and torn some of the muscles in his right shoulder in a car accident. It hurt to breathe, and he couldn’t stand up straight without pain.
As Tim sat on his front porch, Evansville missionaries Peter Putzier and Mary Timler started a conversation about the importance of hearing the Lord and responding quickly to what the Lord says.
“I can tell that you both have a relationship with God,” Tim said. “No offense, but I wouldn’t have kept talking to you if I hadn’t seen that.” Five days earlier, at church on Easter Sunday, Tim had rededicated his life to the Lord. He claimed he could “talk your ear off about the Lord.”
He also said that his rib cage hurt at an eight on a scale of one to ten, but when Mary and Peter prayed with him, he said the pain dropped to a two.
“Can you take off the binder?,” Peter asked him.
Tim’s eyes widened as he removed the white cloth, expecting a stab of pain at any moment.
“I can’t believe this.”  Tim began gingerly probing his ribs through his T-shirt, but he couldn’t cause any pain to flare up. He looked at his friend James, standing nearby.
“You’ve seen me the whole time,” Tim said. “I couldn’t take that thing off without grimacing before.”
Tears welled up in his eyes. “Thank you, God! Thank you, God!”
Peter suggested that Tim try singing, which requires deep breathing. Tim easily joined in a chorus of “Our God Is an Awesome God,” then he stood up straight and cried out, “The pain is gone. I’m so glad you came over here today.”
Peter asked Tim if he’d like to join them for missionary work the next day. Tim agreed and spent 90 minutes talking to neighbors and sharing the story of his healing. “At one point we ran into an old friend of his, and Tim was excited to talk about the Lord with him, even offering to pray with him,” Peter says.
When they started the day’s missionary work, Tim’s abdominal binder lay in the same spot on his porch where he had dropped it the day before."
20110104064151,http://peopleofpraise.org/news/?p=20,"March 18th, 2010  |  
						
						Published in
						Mission Work  |  1 Comment",Permanent Link: Ready to Follow,"By Chris Meehan
Nick
After getting six or seven doors shut in their faces, South Side missionaries Rus Lyons and Catherine Ficker came to a house Rus knew well: Nick and Bonnie’s place.
Typically, Bonnie would come to the door and offer friendly conversation while Nick stayed quietly in the background. One time a missionary had encouraged Nick to forgive his father and follow Jesus, but Nick had insisted that he wasn’t ready.
Nick answered the door this December day. A former coal miner from West Virginia, he stood on the top step wearing jeans and a flannel shirt. He had jet-black hair, a deep voice and thick glasses. He feared going blind and losing his driver’s license.   He had some news. “I forgave my father,” he told Rus.
Then he started in on his familiar refrain: “I’m not ready to follow the Lord.”
“What would following the Lord look like to you?,” Rus asked.
“Giving up smoking and too much TV, plus attending church,” Nick said.
Rus pointed out that Nick was already following the Lord. It was Jesus who had inspired him to forgive his father.
“Nick, God wants to heal your eyes,” Rus continued, “but on one condition. You can’t say you aren’t ready to follow him—you already are!
“Tomorrow, when you get up, your eyes won’t hurt and have build-up on them. This will be a sign to you that you are ready. And don’t worry about how your whole life will change, just pray and fast and ask the Lord what you should do next.”
As Rus and Catherine prayed over Nick, he looked up and down Alabama Street. “Wow! I can see,” he said. “Really. It’s amazing.” He squinted and read the words on the cover of a Bible.
The next day, when he woke up, the film and pain in his eyes were still gone. He prayed like Rus said, and the Lord told him that he should go out in his yard and rake the leaves. The day after that, his eyes remained painless, but he couldn’t read anymore.
Rus and Catherine came back to visit him several more times, praying for his eyes each time. His pain is still gone and now he can read the large type again.
“He’s excited to see us now,” Rus says. “And he doesn’t say that he’s not ready to follow God.”"
20110104064246,http://peopleofpraise.org/news/?p=109,"March 23rd, 2010  |  
						
						Published in
						Mission Work  |  7 Comments",Permanent Link: Allendale Schoolgirl Sees Miracle,"Allendale missionary Cathy Grill has a tea party with a few of her friends.
 
By Chris Meehan
“I hate my stained clothes.”
LaTanya, an eight-year-old Allendale girl, was hopping mad when she got into the car for her ride to school on a recent morning. Her drivers, Allendale missionaries Jeanette Zimmel and Cathy Grill, saw a brownish circle about the size of a quarter on the back of her yellow uniform shirt—a dried stain from oily hair gel.
As they approached the school, Jeanette asked LaTanya if she wanted to pray for anything that morning.
“Can we pray for the stain?,” LaTanya asked.
Jeanette and Cathy prayed three times. The stain didn’t disappear, but they told LaTanya to keep asking God to remove the stain by the time her first class began.
Later that day, one of LaTanya’s friends told her that something seemed different about her appearance. She’d seen the stain earlier, but it wasn’t there any more. LaTanya rushed to the bathroom to check the back of her shirt in the mirror. Her friend was right: no stain.
The next day, LaTanya told Cathy and Jeanette what happened.
“You can be sure God loves you,” Jeanette said. “He took that stain away.”"
20110104064508,http://peopleofpraise.org/news/?p=29,"March 18th, 2010  |  
						
						Published in
						Mission Work  |  2 Comments",Permanent Link: A Revealing Dream,"By Chris Meehan
Joe Bulger and Robert
 
Missionaries Peter Putzier and Joe Bulger (Indianapolis) were rapping on the door of a small South Side home, when Robert, a trim, 6’2’’ young man, turned the handle.
“Repent, for the kingdom of God is here!,” Peter said, delivering a message he’d received in prayer that morning.
Robert nearly cut him off. “Oh man, I had a dream about you guys!”
The night before, in his dream, he had seen two men come to his door: two men who looked exactly like Peter and Joe. Robert had been unable to speak in the dream, but he talked eagerly with the missionaries
Robert’s friends, a man and two women, joined the conversation,
asking questions about predictions that a world-altering tragedy is coming in 2012 and whether it’s okay to smoke marijuana since God made it.
“God made bears too, but they’re still dangerous!,” Peter replied with a smile.
After half an hour of talk, Peter addressed Robert directly: “What are you going to do about the dream? What’s your next step?” Robert said that his mother wanted him to go to church again. He said he’d take her the next day.
“Robert was in awe that we were there,” Peter remembers. “He recognized the hand of God.”
A couple of weeks later, Peter and Joe went back to see Robert. He had gone to church the Sunday before. He also said he wanted his newborn son to grow up knowing about the Lord. “It was clear that what we had talked about during our first visit was on his mind. The Lord had definitely paved the way for us!”"
20110104064651,http://peopleofpraise.org/news/?p=105,"March 23rd, 2010  |  
						
						Published in
						Mission Work  |  3 Comments",Permanent Link: What God Wants for the Mississippi Valley,
20110104064839,http://peopleofpraise.org/news/?p=779,"July 29th, 2010  |  
						
						Published in
						Tributes",Permanent Link: Dave Temeles,"By Bill Crimmins
Editor’s note: Dave Temeles, father, grandfather and beloved husband, brother and friend, was a founding member of the northern Virginia Branch of the People of Praise, where he served for many years as a coordinator, teacher and head. Dave was born September 5, 1938, and died July 21, 2009. 
“For a long time my dad was searching for the truth, reaching out to God, but confused,” says David Temeles, Jr. He is speaking at the wake service for his father, David Abram Temeles. “Born to a Jewish father and a Christian mother in the late ‘30s, my Dad was raised in a secular household. As an adult, he was reluctant to choose a faith, not wanting to insult the heritage of either parent, but one Sunday he could no longer put off a choice. He was faced with the recalcitrance of an uppity six-year-old who refused to go into the church, objecting, ‘Why should I have to be a Catholic, if you’re not?’ Dad realized that indecision was no longer acceptable. Turning to the Lord for an answer, he had a vision– the faces of countless holocaust victims, who seemed to be saying, ‘How can you reconcile our suffering with faith in God? How is it possible? Where was he then?’ And then the Lord’s face was among them, asking my father, ‘Will you trust me?’ My father decided then and there that he would trust the Lord, and the rest of his life was witness to that trust.”
David Jr. wraps up his sharing and there are many others waiting to take their turn. Charlie Fraga, a friend and brother who has flown in from Portland, wades through the crowd and steps to the microphone.
It is a typical sultry mid-Atlantic summer evening. The hall at Murphy’s Funeral Home is crowded, the air-conditioner’s capacity to cool the air has been overwhelmed and warm, moist air blows around the room. There are not enough places to sit. Adults stand and watch, listening, shifting their weight from foot to foot. Even the kids, who would normally be running up and down in the hallway outside, are still, subdued by the temperature and the closeness of the air. People are tired. But in spite of their discomfort they stay because they have come to see and hear and to remind themselves. They stand, and perspire, fanning themselves. They listen and watch. They are children, friends, children of friends, former household members, brothers and sisters who lived life in common with Dave in the northern Virginia branch of the People of Praise, indeed, who would not have had a People of Praise branch to share life in, had it not been for Dave’s efforts in the late ‘70s and early ‘80s to find Christian community.
Charlie says, “Without Dave, the People of Praise would not be what it is today in the D.C. area. I will go even further: There would not be the People of Praise here today were it not for Dave Temeles. Dave (with his wife, Kathy, of course) had an absolute passion for Christian community. A loose network of Christian relationships was not enough, a prayer group was not enough, a strong evangelistic outreach was not enough. He wanted full-blown Christian community life and he would not settle for anything short of that. . . . ”
Charlie rejoins the crowd and our minds wander a bit in the blur of heat, but the next sharing is another fond memory which reels the attention back. Jenny Nolan recalls the hospitality that was one of the defining characteristics of the Temeles home as she recounts what it was that drew her to live in household for three years with Dave, Kathy, and their daughter Jessica:
“In those days their house was swirling with young adults and their dinner table was the place to be. The food was great, and the conversation ran deep, and it was often very lively. I don’t remember that Dave spoke all that much, but when he did everyone wanted to hear what he was saying. . . . He was a good man, but hard to describe because he didn’t take up a lot of space. He didn’t fill up the room with his presence. Instead he had this very, very deep reserve of calm. It was incredibly attractive. If you were in his corner of the room you wanted to hang on his every word. Oh, he was warm, and he was funny, and he was not the slightest bit opposed to teasing me or anybody else. . . .”
Jenny is right. Dave was a gentle, humble man. I know this well because, just as he was for many other brothers in the branch over the years, Dave was my patient, concerned, sympathetic, wise and attentive, loving and nonjudgmental head for several years.
It is my turn at the microphone and I tell the crowd, “Dave had a way about him, a gift. I would always come away from a talk with Dave a little less frazzled, a little more intact, a little more hopeful, a bit of my life’s tension defused. Coming out the front door of his home and walking across Jackson Street, my step would be a little lighter. Sitting down into the driver’s seat of my car and heading home, I’d be a little more confident about facing the challenges of a life filled at times to overflowing. Idling, and waiting for the light at Marshall and Lee Highway, I’d laugh again, thinking about the laughter that had punctuated our conversation, and feel more confidence about the curious challenges of riding herd over the complex relationships of a full and busy household. . . .”
Back in the crowd, I take off my jacket, roll up my sleeves, and loosen my tie as Therese McNichol shares about Dave’s faith and praying with her friend for healing.
“During the time he battled cancer, Dave experienced many healings that many of you probably never heard about. On at least three occasions that I can remember, he came very close to going on dialysis, but after we all prayed, his lab results would come back normal and it wasn’t necessary. He was also healed of tumors and pain, and his blood sugars came under control. Recently Tom and I prayed with him because he was having a lot of pain in his back, and the pain never returned. And there were many other healings that he experienced over time. I used to suggest to him that he write them all down so others could be encouraged by the power of God. It was because of our prayers, all of us here, that Dave experienced so many healings. Ongoing prayers for healing do make a difference and should be a regular part of our lives. And I think that’s what our Father wanted us to know. . . .”
Much more than this is said, and it is all good. The evening is winding down as Quentin Horneman steps to the front of the room and begins to talk of Dave’s long-suffering nature and his friendship. Dave died of complications from renal cancer and was increasingly homebound the last years of his life, so “. . . he really enjoyed it when people stopped to visit. I loved to go by and visit with my bighearted friend. He always acted like he was happy to see me, he let me tussle his hair, tell him I loved him and then he would tease with me in his good-natured way. He was never negative or grumpy. He didn’t complain. He lived to enjoy his people, and I am so glad I was one of the people he knew and loved. I will miss my friend. . . .”
The microphone is quiet. People begin to file out. They say their good-nights to Kathy, and Jessica, Melissa and David Jr., to Maggie and Michael, and the grandkids.
Yes, we will all miss him, Quentin. We will all miss him.
Until we can be with him again."
20110104065109,http://peopleofpraise.org/news/?p=759,"July 29th, 2010  |  
						
						Published in
						Tributes",Permanent Link: Paul Korkowski,"By Jerry Wind
Servant Branch gathered October 19, 2009, with the Korkowski and Seeger families to honor the memory of a beloved brother, nephew and friend, Paul Korkowski, who died tragically in a car accident on October 14. Paul was a faith-filled, generous and intelligent brother in the Lord. We miss him and will remember him for his deep love of family and his dedication to life in the People of Praise.
Often Paul had a twinkle in his eye. Usually rather quiet in a group, he still gave you the impression that he had a better grasp of what was happening than he let on. His gentle smile indicated that he’d definitely have something to say if prodded, and you would learn a lot if you listened to what it was. The shock of his sudden death was tempered by our celebration of his heroic and loving life.
Paul was born August 23, 1962, the fifth of five children, and his father died when Paul was just two weeks old. His mother eventually moved the family from St. Paul to the home of her brother and sister-in-law, the Seegers, on a farm near Hastings, Minnesota. The Korkowskis and Seegers became a blended family of 12 children, including his seven Seeger cousins. Paul was in the fifth grade then, and still the youngest. He loved soccer and adventurous walks down to the Mississippi River. There, the kids swung on vines across the gullies and uncovered fossils in the dirt. The family grew their own sweet corn each summer and sold it at a vegetable stand, with Paul usually filling the role of banker. Through the hard work and the horseplay of a joy-filled farm life, Paul came to cherish his four siblings and all his cousins. They were one big family. This love and acceptance that he received and gave came to define Paul.
Paul attended Hastings High School, and Tom Caneff clearly remembers inviting him to the Life in the Spirit Seminars and praying over him to be baptized in the Holy Spirit. It was a memorable event for Tom; he was struck by young Paul’s sincerity and purity of heart.
Paul attended the College of St. Thomas and then graduated from the University of Minnesota with a Ph.D. in organic chemistry. When talking chemistry, this quiet, reserved man could easily and comfortably speak to a group of 100 people. John Zimmel, a friend of Paul’s and a member of his men’s group who was also a chemist, recalls how he and Paul would sit at a Bruegger’s bagel shop discussing things like urethane catalysts and drawing chemical structures on napkins. Paul had a good memory and a sharp mind. He worked at 3M for 13 years, and more recently at a veterinary pharmacy in St. Peter, Minnesota, where his nickname was “Doc.”
Despite working about 70 miles from the Twin Cities in recent years, Paul kept his condo in St. Paul so he could attend Servant Branch meetings and activities. He would also see family and friends and connect with his men’s group on the weekends. The effort he made to stay connected exemplified Paul’s committed life. His sister Kathy Korkowski (Servant Branch) says she will miss him coming to her house for weekend dinners. Also, she and Paul often drove together to visit the Korkowski relatives, whom they hadn’t seen very often while growing up, which helped them all to became closer as adults.
Phil Korkowski (Servant Branch), Paul’s only brother, recalls fishing, canoeing and camping together. One time, camping at Leech Lake, they were trying to sleep in their tent and thought they heard a lawnmower outside. No, it was the sound of the “Minnesota state bird,” mosquitoes. Phil fondly recalls their mutual amazement with a good laugh. Paul loved portaging through the Boundary Waters in northern Minnesota and also regularly went to rented lake cabins for long weekends and family vacations. This past June found him halibut fishing in Alaska with a high-school friend.
Paul played an important role in the lives of many different people. At one point he owned a large house, so he provided a gathering place for the Seeger and Korkowski clans. He never missed a family function. His niece Emily remembers Paul’s kindnesses to her: “When my parents couldn’t, he helped pay for my braces and orthodontic work. One Christmas he gave me an old car, and on my first wedding anniversary he gave me a card that said, ‘Hey, Emily, do you know the difference between a light bulb and a niece? A light bulb can be replaced.’”
No one can replace Paul for his family or his brothers and sisters in the People of Praise. His sister Rose stated that Paul had a heart of gold and lived his life following in the footsteps of Jesus. We commend our brother Paul, this generous, intelligent, thoughtful, faithful man, to the Lord who always loved him."
20110104065230,http://peopleofpraise.org/news/?p=750,"July 29th, 2010  |  
						
						Published in
						Tributes",Permanent Link: Gail Lee,"By Mary Lee
Snow covered the quiet cemetery as Gail Lee’s family gathered on December 30, 2009, to pray and celebrate her life on what would have been her 64th birthday. The snow reminded us of her youthfulness. If she had still been with us, she would have been frolicking in the snow with her grandchildren, making snow angels and snowmen.
When I became engaged to Gail’s son John, a dear friend of mine who had known John’s parents for years told me, “Mary, Carmen and Gail are just the salt of the earth.” It didn’t take me long to learn what that meant. They knew how to live in a way that made life just taste better to everyone around them.

Gail met the boy who was to become the love of her life when she was five years old. (Carmen was four at the time.) The relationship got off to a somewhat rocky start when Carmen signed Gail’s grade-school autograph book with a boyish taunt. Gail didn’t take that too much to heart, and by the end of high school she was very much in love with him.
They were married right after Gail finished her undergraduate degree and they moved to a dormitory of the North Dakota School for the Deaf, where Carmen began as a teacher and later assumed the directorship. Soon their family began to grow, with the births of John, Travis and Aaron.
In the early 1970s, when charismatic renewal was sweeping across the Catholic Church in the U.S., Gail was touched in a new way by this wave of the Holy Spirit. She began attending prayer meetings and asked Carmen to join her.
They soon felt the call to Christian community and moved to the Twin Cities to join Servants of the Light, a community which later became the Servant Branch of the People of Praise. This was a sacrifice for both (it was a downward career move for him, and Gail had to leave behind her enormous, abundant garden), but they both knew it was what God wanted.
They plunged into life in community. Gail once shared with me that community life had greatly improved their marriage, and their relationship as a couple bore much fruit for the community. They made the covenant of the People of Praise on January 27, 1985.
Gail sometimes came across as a quiet woman, but the women in her area and women’s group knew her strength. During the years that Carmen served as a coordinator, she freed him to serve by making sure their home life was working well. She was a sister and friend to the women who lived in household with them, and she did untold hours of work every summer preparing for Servant Camp (which Carmen led): organizing fundraising events, arranging tent-mates, preparing medical forms and much more.
Even beyond her love for community, Gail was devoted to her four children. She went to many of her kids’ soccer games, in both high school and college. For years, Gail trudged through the winter snow with Carmen and the boys on their morning paper route, which helped pay for sports and education fees. When their daughter Cynthia was in grade school, Gail took on work at a nearby dance studio so that Cynthia could attend lessons there, and spent hours selling Girl Scout cookies and organizing a garage sale to raise money for Cynthia’s People of Praise Girl Scout troop to visit the branch in Hawaii.
Gail was willing to sacrifice so that her family and others would not have to do without. For her, people and relationships came first. Her sacrifices for others didn’t end when she found out that the cancer she’d beaten several years before came back in 2009. Gail and Carmen made a firm decision not to live or act as if she had a terminal illness. They continued to live as normally as they could, spending Thursdays with their grandchildren, and watching my kids every day at our house while I taught a class at Trinity School. Gail continued making monster cookies for her grandkids, went to her oldest grandson’s soccer games, and helped her daughter deliver her sixth grandchild only a month before she died. In fact, if you had called their house last summer, you might not have known that anything was different, because, as Gail always put it, they were “deep into camp,” which meant they were working on Servant camp from the time they woke up pretty much till the time they went to bed.
On September 14, the day she died, Gail’s breathing was very labored. As I watched her gasping for breath, I thought of Jesus, who also had poured out his life in love for us. Even her posture reminded me of Jesus on the cross. As Gail mirrored him in her life, so she mirrored him in her death."
20110104065501,http://peopleofpraise.org/news/wp-trackback.php?p=1358,"December 27th, 2010  |  
						
						Published in
						Mission Work  |  5 Comments",Permanent Link: In Evansville A Flat Tire Sparks A Friendship,"By Chris Meehan
Rus Lyons, one of our missionaries in Evansville, glanced down a narrow Evansville street and noticed a young man trying to remove a flat tire with a broken tire iron. Rus grabbed the iron from the missionaries’ car and went over to help the man, whose name was Reese. Fellow missionary Mary Timler stood in the cold, chatting with Reese’s mother-in-law, Tara.
They pulled and yanked and occasionally jumped on the iron trying to loosen the lug nuts. While they labored, Rus told a few healing stories. Reese said he didn’t go to church and had never seen a miracle.
They eventually got the tire off, and then the whole group went into Tara’s apartment to warm up. They met Reese’s wife Octavia and their son Amaria. Then, after a few minutes, Reese began rubbing his knees and grimacing. Squatting in the street had triggered some serious knee pain, a 10 on the scale of 1 to 10, he said.
Rus offered to pray, and when Reese agreed the group laid their hands on him and prayed for a healing. Afterward, Reese straightened his leg, then bent it. He got up and walked around, and then he tried squatting. “Whoa! . . . Wow!,” he said, looking over at Rus. “Thank you, man! There’s no pain!”
Rus and Mary spoke to them about prayer and invited them to pray privately for 10 minutes. Afterward, Reese said he had realized that he and Octavia had never prayed together.
Mary and Rus began explaining baptism in the Holy Spirit and speaking in tongues, but Reese mentioned that he was skeptical of the healing services he’d seen on TV.
Laughing, Rus pointed at his knee and said, “But what was that that just happened to somebody’s knee?”
“I know that was real,” Reese said.
Reese, Octavia and Tara each said they’d like to be prayed with to be baptized in the Holy Spirit, but after nearly three hours of work and conversation Mary and Rus had to leave.
When they came back a week later, they found Tara yelling on the phone. She hung up and started waving her arms around menacingly. “If that woman ever comes over here, I’m going to deck her.”
Mary and Rus helped her calm down and talked to her about Jesus’ words about turning the other cheek. “Getting all upset—that’s what the old Tara would do,” she finally said. “I’ve changed. God saw I was going to get angry, so he sent his angels to show up at the right time, bringing the Holy Spirit.”
All three still wanted to be prayed with to be baptized in the Spirit, so Rus and Mary laid hands on each in turn. “I feel a lot better than when you first met me,” Tara said. Reese said he thought the Lord wanted him to apply for a job—he had recently been laid off. “Whenever you are here, I can’t stop smiling,” added Octavia.
The missionaries have been back to visit a third time.  “I’m hearing God speak to me all the time,” Octavia said. Reese is beginning to talk about some hard changes he wants to make in his life, and he’s getting good advice–thanks to a missionary friend who has time to give . . . and a working tire iron."
20110104065552,http://peopleofpraise.org/news/?p=320,"April 12th, 2010  |  
						
						Published in
						Trinity School  |  1 Comment",Permanent Link: New Chair of the Board of Trustees of Trinity Schools,"From the Board of Trustees, Trinity Schools, Inc.:
It is with heartfelt regret that we announce the resignation of Paul C. DeCelles, Chair of the Board of Trustees of Trinity Schools, Inc., but we are delighted to announce the election of Craig S. Lent as the new Chair of the Board, effective April 1, 2010.
Paul has been Chair since the founding of the first Trinity School in 1981.  Under his leadership we have grown from a small school of approximately 40 students, holding class in a rented church facility, to a student body of 700 students, 3 campuses and approximately 150,000 square feet of educational space.  During Paul’s tenure, all three Trinity Schools have won the prestigious blue ribbon award from US Department of Education.  Most importantly we’ve produced 1,500 graduates who have excelled academically, in the performing arts, in civic leadership, and in the service of the poor and needy.
Paul’s passion for learning, and specifically for the unique education of Trinity Schools, along with the vision which he brought to fruition over the past 29 years as Chair of the Board of Trustees is unsurpassed.  “I will miss collaborating with all the leaders of the community of learners,” says Paul, “but I am especially grateful for my long association with Clem Walters, Kevin Ranaghan and Kerry Koller, who have been with me on the Board since the beginning.  I’m also grateful that Craig has accepted this position.”
We will miss Paul, but we support him in his decision to focus his efforts on the burgeoning mission, business and communication activities of the People of Praise.  Please join us in thanking him for his many years of service to the mission of Trinity Schools and in praying for his continuing efforts to serve God and his people.
Together with Paul, we welcome Dr. Craig Lent as the new Chair of the Board.  Craig is well suited for this responsibility.  He is the Frank M. Freimann Professor of Electrical Engineering at the University of Notre Dame.  Although he is a new member of the Board, Craig has been engaged with Trinity as a parent and as a consultant to our math curriculum reviews.  He is also responsible for the creation of  the brilliant Matlab course of instruction at Trinity and training its teachers. He and his wife, Mary, are the parents of two Trinity School at Greenlawn alumni."
20110104065638,http://peopleofpraise.org/news/?p=406,"April 29th, 2010  |  
						
						Published in
						Trinity School",Permanent Link: Peter and Rachel Tomas-Morgan on Trinity: Soccer and Flashcards,"“They’re wonderfully mature young people who have a lot of concern for their world and for each other.”
Peter Tomas-Morgan is a private attorney, and Rachel Tomas-Morgan works as assistant director for the Center for Social Concerns at the University of Notre Dame. Their daughter, Sarah, is a Greenlawn eighth grader."
20110104065900,http://peopleofpraise.org/news/?p=394,"April 29th, 2010  |  
						
						Published in
						Trinity School",Permanent Link: Molly Lynn Westrate on Trinity: Safe,"“If you answered something wrong in class—it’s okay! People knew you. It’s just such a safe place.”
Molly Lynn Westrate (Greenlawn ‘98) is a publicist with the US State Department, where she has worked with former Secretary of State Condoleezza Rice and current Secretary of State Hilary Clinton."
20110104070055,http://peopleofpraise.org/news/?p=396,"April 29th, 2010  |  
						
						Published in
						Trinity School",Permanent Link: Andrew Dits on Trinity: Spartan,"“It was the spirit of rigor, discipline, so much life and intensity—that’s what appealed to me. Truth, goodness, and beauty: this is why I’m a human being.”
Andrew Dits (Greenlawn ‘03) is an acting student at the University of Southern California."
20110104070245,http://peopleofpraise.org/news/?p=398,"April 29th, 2010  |  
						
						Published in
						Trinity School",Permanent Link: Immaculee Mukantagnira on Trinity: Support,"“It would be difficult for a single mother to send her child to a private school with no buses, but for Trinity, it’s accessible.”
Immaculee Mukantagnira is an administrative assistant with the Sisters of the Holy Cross. Her son, Christian, is a junior at Greenlawn."
