original_url,post_id,date,title,entry
http://peopleofpraise.org/missionary/?p=4805,4805,Aug. 14 2015 8:44 a.m.,Thanks for Healing Me,"Evan and I (Annie) were canvassing together. We knocked on the end door of a small four door apartment strip. A tall skinny man in his 60's answered the door he smiled said we had been there a couple weeks ago (different team had a brief encounter with him) and invited us right in. His bottom teeth were very brown and he was missing one of his top front teeth. His left pointer and thumb finger each had a circle of black burned skin. He spoke softly difficult to hear at times but was very welcoming. We all sat down in the small dark room - he sat in a big recliner with a large bag of mint tobacco at his feet and the materials for rolling your own cigarettes scattered near by we sat on two metal chairs. We talked about the neighborhood - what he thought of it how long he'd lived in this apartment (a couple months) who he knew around here and the church he'd been recently going to. A couple days prior to our visit he had been in the hospital to try and figure out why he'd been experiencing a lot of numbness and weakness in all his extremities. After running some tests the doctors had told him he was ""100% fine"" and sent him home. This was good news except that he was still symptomatic and didn't know what to do next. He'd even had his sister helping him with bills and such around the house due to his fatigue and numbness. After asking us to pray with him we told a story about how God had healed a woman's knee. Then Evan asked how he would be able to measure a difference if we prayed and God healed him. His response was notable...""Oh I don't expect God to heal me right away...I mean maybe over time...but I don't expect some miracle healing. No. I don't expect that."" We clarified ""but you do want pray?"" ""Yes!"" We laid hands on him and prayed for healing from numbness and for an increase in strength. As soon as we said ""Amen"" he waved his arms around in the air a little and nonchalantly said (but with a little smile) ... ""Yeh it feels better. Mhm. The numbness is better. My elbows feel different. They divided and loosened up."" My jaw dropped as Evan and I exclaimed praises to God. And for the last couple minutes of our visit he said several times ""Thanks for coming by and thanks for healing me."" I was so moved by God's delight in healing his son who expected ""no miracle healing."""
http://peopleofpraise.org/missionary/?p=4812,4812,Aug. 24 2015 10:09 a.m.,Don't forget about me.,By Evan LentRecently as Laura Ellen and I (Evan) were doing new mission we were moved by a white house. We paused on the porch which smelled of cigarette smoke and asked for a word. We heard the Lord tell us to talk about his abundant mercy how willing he is to forgive our sins. After we knocked a woman in her fifties wearing pajamas opened the door. She introduced herself as Suzanne and after introducing ourselves we gave her the word. She said “I know I’ve done a lot of things I’m not proud of.” She recognized Ellen from when she lived in a different house a few years ago. “You and a man gave me a bible.” She said it was the point where she started to head back towards the Lord. Since then she’d gotten rid of a lot of sin. We told her about how God is filling people with his Holy Spirit. We shared how it had changed our lives in things like our experience of reading scripture and the ability to hear the Lord. She wanted us to pray with her. Before praying with her I asked if there was a particular gift of the Spirit she wanted to ask for. She said “I want to do right and live for God.” After we prayed we told her to be on the lookout for the Lord doing new things in her life. Abby and I went back the next week. We asked if things had been different since we prayed last week. “It’s like a weight has been lifted off me” she said. “And I used to get all worried about things” she said clenching her fists to demonstrate. “But now I don’t. I’ve got this peace” she said relaxing her hands. “It used to be like there was a storm inside of me and now it’s peaceful. For years I had this like hole inside of me I couldn’t fill. And that’s gone. For the last several weeks I’ve been crying every day. But that’s stopped since y’all prayed. Now I have this giggly feeling inside. And I used to have terrible nightmares I’d wake up crying – they were about terrible stuff. And those are gone too.” We asked her if she’d been experiencing any new desires. “Yes. I want to go to church. And you make think it’s funny but I want to tell people on Facebook about Jesus.” She’d been doing it too. She explained that it’d really been laying on her heart to go out and tell people about what God had done in her life. At one point I glanced down trying to pray and think of what to do next in the conversation. She said “you’ve probably noticed me swaying and staying off this foot.” She explained that her son had been lifting weights recently and dropped the barbell just as she walked by. It landed on her left foot. The doctor said it was fractured. Suzanne was tired of medical bills so decided to just stay off it until it got better. We offered to pray and she gladly accepted saying “but you don’t want to put your hands on my ugly foot!” After we prayed Suzanne winced as she tried putting some weight on the foot. “Still hurts” she confirmed. We kept talking but after a few minutes we noticed that Suzanne was standing with her weight equally on each foot. We asked how her foot was. “It doesn’t hurt at all!” At the end of our conversation Suzanne said “please come back don’t forget about me.”
http://peopleofpraise.org/missionary/?p=4842,4842,Sept. 21 2015 4:57 p.m.,Growing in Evansville,"Growing in Evansville. The garden has been in full bloom for the past month and a half. So far we have harvested over 21 different types of vegetables and herbs -- 26 lbs of lettuce over 100 cucumbers 20 lbs of Okra 100 lbs of cherry tomatoes and cantaloupe! The excess has allowed us to give some favorites away to our neighbors. The garden has provided a great opportunity for all the members of the People of Praise in Evansville to spend time working growing in friendship and maintaining a beautiful space for the neighborhood.  One of our older neighbors who goes for walks around the neighborhood every day told one of the missionaries as they were watering the seedlings that she prays for the Garden every time she passes it which is two or three times a day. Two men driving down the alley stopped and told a group of missionaries as they shoveled dirt that ""We've been praying for that tree"" pointing to a plum tree visible from the alley. One of the neighbors who lives near the garden told us ""a lot of times at night I will come out and walk around the garden it's so quiet and beautiful!"" Lastly on many occasions throughout the summer girls will stop and ask to have some flowers from the sisters flower bed. They are then taught the proper way to cut the flowers as for many of the girls it is their first time. They always leave with a glowing smile! The garden has been a great source of growth. One example is between Kaitlyn Raway and Carrie Johnson who helps manage the farm. Kaitlyn says ""I didn't get to see Carrie regularly until we started working in the garden together. Carrie taught me about plants pretty much every time we worked together. I was amazed that she could go up to little tiny plants and know what they were. I also started to take on the cares and concerns that Carrie had about whether or not any of our seeds/seedlings (mostly tomatoes) were even going to make it. I joined in Carrie's joy when we had more than enough tomato plants to go around."" Please pray that the garden continues to be a source of community growth and beauty in the neighborhood."
http://peopleofpraise.org/missionary/?p=4868,4868,Oct. 6 2015 12:48 p.m.,Praise Academy Update,"The school year continues to unfold for our new Praise Academy in Allendale/Lakeside.  Eight students attend the school and they range from fifth grade down to pre-school.  “We’ve been organizing and re-organizing our schedule as we understand more fully what works best for our students” said Joan Pingel head of school.  The staff Joan Pingel Colleen Bowar and Kevin McShane has developed a set of routines that that proven very helpful for the students.  “The kids weren’t accustomed to routines and it’s been really helpful for them to know the daily routine.  They’ve come to depend on it” said Joan. The staff recently instituted a time for free play.  The students needed some help to begin to use their imaginations for play.  “It took a little coaching but it’s been wonderful to see how play time has awakened their imaginations” Joan said. Another highlight for Joan was teaching a six year old to write his name.  He arrived for school this year with no experience with letters but had a real determination to learn how to write his name and though it took some time and a lot of effort he succeeded.   It took much more time and effort than the student expected but that yielded some real improvement in his interest in learning more things and his determination to push through some harder work. The school day begins with faculty prayer at 7:15 am.  The school provides breakfast for the students at 8:00 am followed by group morning prayer.  The morning is divided into two class sessions separated by a time for physical education.  At noon a neighbor comes and prepares lunch.  In the early afternoon the younger students have a nap time and class time continues for the older students. The CIM team pitches in to help out in a variety of ways — preparing breakfast picking up kids for school and helping out where needed.  “This school is a full CIM effort” said David Zimmel coordinator for the CIM team.  “It has been a real blessing to the team (and the Shreveport branch) to be able to help so much with the school. I think everyone on the team is helping out every week and most of branch is helping in one way or another. Working with our kids in the neighborhood has always been one of the big ways we experience serving Christ but it is just wonderful to be able to help out every week and to be a part of something that has started so well.  It is also amazing to see the dedication creativity and expertise of teachers. They are working terrifically hard to get this started and it is really impressive.""When asked what help the school needs Joan said “We could use clothing for the kids a few more iPads for phonics training more folders (all the kids want a folder to bring home!).  If you’d like to help out by making a donation there’s a “donate” button here:  http://www.praiselakeside.org/how-togive/"
http://peopleofpraise.org/missionary/?p=4915,4915,Oct. 27 2015 1:26 p.m.,Fall Break Helpers,"Many thanks to the six women from Notre Dame and Saint Mary's who spent their fall break helping us in Evansville!  A couple months ago they asked to come work with us for their fall break. We said ""Sure!""  During their visit they did some serious cleaning to move forward one of our current house renovations.  We are very grateful for their generous giving of time and service!"
http://peopleofpraise.org/missionary/?p=4933,4933,Nov. 21 2015 10:50 a.m.,The Brummers,Ben Jeff and Dikka Brummer Jeff Brummer admitted he didn’t much like change but in August of 2014 he and his wife Dikka and their then 11 year old son Ben moved from Minnesota to the the south side of Indianapolis.  The Brummers agreed to spend a year serving as  Christians in Mission.  This past summer they agreed to stay on for another two years.  Jeff and Dikka who recently celebrated their 37th wedding anniversary moved into a renovated single-family house on the CIM target block.
http://peopleofpraise.org/missionary/?p=5036,5036,March 1 2016 11:48 a.m.,Video: Allendale,Wondering what's happening with our work in Allendale? Check out this video from Greenlawn Films.
http://peopleofpraise.org/missionary/?p=5040,5040,March 1 2016 11:55 a.m.,Video: Evansville,Here's a beautiful piece from Greenlawn Films about our work in Evansville.
http://peopleofpraise.org/missionary/?p=5165,5165,June 25 2016 9:21 p.m.,First Week of Camp in Evansville,Our summer camp in Evansville is off to an awesome start with the number of campers starting high at 38 on Monday and growing to 60 by Friday. The kids are playing sports making crafts and singing songs of praise every day as they grow in friendship with the Lord with each other and the camp leaders. Some highlights from the first week included: launching water bottle rockets learning how to use a stethoscope and read X-Rays (taught by local IU med students) making ornate paper fans and learning praise dances. Please pray for the staff as the number of kids will likely continue to grow for the next two weeks of camp. Come Lord continue to build up our younger brothers and sisters into men and women after your own heart!
http://peopleofpraise.org/missionary/?p=5172,5172,June 29 2016 9:35 p.m.,Evansville Camp: Week Two,"Mr. Gabe's camp group voted to name themselves ""Sons of the King"" for the three weeks they'd be together. They made crowns and had icee pops in the 90+ degree heat to celebrate. The heat also couldn't keep our oldest boys' group down as they played hard team-focused basketball with one key rule: pitch the trash talk. Our camp kids also get regular tours of our community farm: Praise Harvest. They learn how with a little work on our part God's creation can yield fruit to sustain us right here on the South Side."
http://peopleofpraise.org/missionary/?p=5179,5179,July 4 2016 9:48 p.m.,Evansville Camp: Week Three,Playing creating and praying seen in action at camp recently: David Katcher playing with his group. Your guess as to what they're up to is as good as ours but it looks like fun! Dan Schwab Colin Whelpley and Ike help their group make homemade ice cream. Teaching the kids the Lord's Prayer is a priority for us at camp and here a talented camper pens it out in cursive on a big whiteboard that many campers can see. We're in the final stretch for camp please pray that the rain holds off so we can reach as many kids as possible by the end of the week!
http://peopleofpraise.org/missionary/?p=5275,5275,Aug. 3 2016 6:59 p.m.,We're Blessed,Here's a new song from Evansville:
http://peopleofpraise.org/missionary/?p=5679,5679,Jan. 31 2017 12:08 a.m.,Saying Goodbye to a Friend,by Pam Seale I remember the first time I met our old neighbor Tom. Walt had already met him. The two of us were walking home from Starbuck’s down on 11th Street and he was walking toward us. Tom walked at least seven miles a day I’d been told. He was scary to me: an elderly white man unkept with layers of old dirty clothes and tinted large eyeglasses from the 1970’s. You couldn’t tell where his facial hair stopped and his head of hair began. It was all just an uncut unshaven mess. He asked us if we were coming from the free breakfast place. He was holding a bag and was going to get some for himself. Different worlds Starbucks and a food kitchen. Tom started stopping by the house to chat. The relationship was a slow grow. When Walt was busy we’d sit in the living room and I’d listen as Tom talked. Life had been hard. He married a black woman when it wasn’t acceptable. He told the story of his wife's death every time he came over. He never talked about his two sons’ deaths. That I heard about from the missionaries. Violence. Drugs. Bad living. Bad endings. Tom had dealt with his life full of pain with alcohol. Now he was alone with his house which was unkept with rodents living upstairs and rain falling in the living room when it rained. His appearance wasn’t much better. But that didn’t matter to me anymore. I saw Christ. I saw his pain. It didn’t matter how much of it he’d caused. It was there. He didn’t have a mean bone in his body and was quite an entertaining story teller. We saw less of Tom in the summer months when Action was here. Then Jack Busekrus went and sat on his porch with him. He later told us Tom was afraid to come near our property because he thought we were running a juvenile delinquent summer program. All those tee shirts made him think prisoners! For seven years he called the shots. He came to us when he wanted to and wouldn’t come if we invited him which we did. The first time I sent him over food he told Walt “You’ll have to tell your wife I live alone. She sent over a whole loaf of banana bread and it almost killed me!” Oh yes. Tom made you laugh. He had a dry wit and it was one way he revealed himself little by little. Tom had a love and respect for our sisters in household. He brought them flowers from his bushes and told them they could come and take his blossoms to decorate their table with anytime. Once he came to tell Walt about a man parked outside on our street. He was concerned for the women’s safety. He’d become our protector. The last couple of years Tom’s mind started failing. He started coming for Walt for more needs. He’d lock himself out of the house or he couldn’t get his car started. He couldn’t understand bills that came in the mail. We helped him as we would any brother. Our last help for him was to organize a family meeting. Tom’s sister and daughter came to our home. Tom agreed to sell his house and move into an apartment for his own good. He didn’t want to live with anyone or get medical care. It was bittersweet when he left but it was how Tom wanted it. Living alone. No doctors. No nursing homes. We saw him in December. He stopped by for a chat. He weighed a little less but everything else was the same. Last week I got a call that he passed alone in his apartment. It was just what he wanted. No fanfare. Reunited with his family. It doesn’t sound like an average mission story but Tom Walt and I would never have met if we didn’t move into this neighborhood. I would have missed seeing Christ in him. And Tom? Without pride but just gratitude to a God who orchestrates such things Tom got to have more of Christ loving him in the flesh because the Body of Christ had moved into his neighborhood.
http://peopleofpraise.org/missionary/?p=6314,6314,Dec. 3 2017 1:49 p.m.,Praying for Peace in Evansville,After a shooting a few weeks ago and a car chase ending in a wreck that took the lives of 3 people this past week we spent our Sunday afternoon praying around the block. Pray Zechariah 8:12 with us: [12] For there shall be a sowing of peace. The vine shall give its fruit and the ground shall give its produce and the heavens shall give their dew. And I will cause the remnant of this people to possess all these things.
